name,date,variable,strat,type,bottom,top,lower,upper,median,mean,sd
Clinton,2020-04-01,R,NA,Estimate,0.752637868515042,1.04076017834809,0.882575005130459,0.980701497652686,0.915034482785424,0.900143825950252,0.0933054160393934
Clinton,2020-04-02,R,NA,Estimate,0.750339118405094,1.04811460172936,0.88376637884951,0.981449072472079,0.915553736024824,0.900415548785509,0.0949872080706874
Clinton,2020-04-03,R,NA,Estimate,0.741293412332057,1.04602806986336,0.883681918713938,0.980763289607502,0.917259105580838,0.902082154570784,0.0960494033955251
Clinton,2020-04-04,R,NA,Estimate,0.747848229946796,1.06066228533856,0.876043289330785,0.973790262903591,0.92077094757428,0.905183255809598,0.0964855289978583
Clinton,2020-04-05,R,NA,Estimate,0.75807666109869,1.0712406546818,0.875944833031327,0.972818993751102,0.922915726570401,0.909726587881588,0.0963250583849128
Clinton,2020-04-06,R,NA,Estimate,0.74714414303002,1.0628640041663,0.883838707152506,0.980147349811432,0.925724114862346,0.915685997346946,0.0956457416702522
Clinton,2020-04-07,R,NA,Estimate,0.754951046548508,1.06794674741432,0.890951265347729,0.987541423727399,0.928573274192024,0.922999333975364,0.0945900040404248
Clinton,2020-04-08,R,NA,Estimate,0.767501190063215,1.07304567682794,0.895187742250211,0.990571540634903,0.93155933318819,0.931566139938784,0.0933809669962854
Clinton,2020-04-09,R,NA,Estimate,0.783223383136569,1.08199676371047,0.895412536101949,0.990128992425183,0.937534893551771,0.941245186697982,0.0923299991575893
Clinton,2020-04-10,R,NA,Estimate,0.787831992568424,1.07870932038351,0.901182034168023,0.994982528229778,0.946033166797918,0.951852122759061,0.0918239775030728
Clinton,2020-04-11,R,NA,Estimate,0.829168889616659,1.11274823066247,0.906546269394301,1.00337320667956,0.954994385819311,0.963157726286168,0.092279934029917
Clinton,2020-04-12,R,NA,Estimate,0.839004800957096,1.13218998993015,0.899969604057971,0.999438876763838,0.963069324440492,0.974887453224322,0.0940640586677803
Clinton,2020-04-13,R,NA,Estimate,0.835530107720795,1.13257952026831,0.903483431902875,1.00427541931886,0.97414496518119,0.986723081701239,0.0973944182005422
Clinton,2020-04-14,R,NA,Estimate,0.862270849537717,1.16882639687575,0.910974769440682,1.01842992757343,0.981213090514307,0.998307237728263,0.102268463259622
Clinton,2020-04-15,R,NA,Estimate,0.86673278154156,1.18244180588216,0.913231495525818,1.02694275299228,0.989754970584198,1.00925142695837,0.108450909730561
Clinton,2020-04-16,R,NA,Estimate,0.863638556551007,1.20497655787885,0.907803736044049,1.02644947650771,0.996043098298495,1.01914789721922,0.11552217781792
